name,salts,packaging_form,quantity,retail_price,cluster_id
zocon l 1 cream 10 gm,luliconazole-1%w/w,Tube | Cream,10,108.5,3
zocon l 1 tube of 10gm cream,luliconazole(1.0 %w/w),TUBE,10g Cream in Tube,108.9,3
zocon l 1 tube of 20gm cream,luliconazole(1.0 %w/w),TUBE,20g Cream in Tube,250.0,3
zocon l 1 tube of 30gm cream,luliconazole(1.0 %w/w),TUBE,30g Cream in Tube,330.0,3
zocon l 1ww cream 20gm,luliconazole-1% w/w,Tube | Cream,20,108.5,3
zocon l cream,luliconazole (1% w/w),tube,30.0 gm in 1 tube,330.0,3
zocon l cream 10gm,luliconazole 1 %,TUBE,10GM,108.9,3
zocon l cream 30gm,luliconazole 1 %,TUBE,7 Tablet(s) in a Strip,300.0,3
zocon l cream 30 gm,luliconazole-1%w/w,Tube | Cream,30,300.0,3
zocon l cream 60 gm,luliconazole-1%w/w,Tube | Cream,60,400.0,3
zocon l cream 60gm,luliconazole 1 %,TUBE,60GM,400.0,3
zocon lotion 30ml,fluconazole(2.0 %) + pyrithione zinc(1.0 %),BOTTLE,30ml Lotion in Bottle,134.26,3
zocon lotion 60ml,fluconazole-2%w/v,Bottle | Lotion,60,231.0,3
zocon lotion 60ml,fluconazole(2.0 %) + pyrithione zinc(1.0 %),BOTTLE,60ml Lotion in Bottle,187.5,3
zocon lotion sachet 5ml,fluconazole(2.0 %),BOTTLE,5ml Lotion in Bottle,18.0,3
zocon soap 100gm,clotrimazole 1 %,PACK,100GM,133.0,3
zoconst 150mg tablet,fluconazole 150mg,strip,150,30.0,3
zocon st tablets,fluconazole(150.0 mg),STRIP,2 Tablet(s) in Strip,29.76,3
zocon t 150 tablet 3s,fluconazole 150 mg+tinidazole 1000 mg,STRIP,3 Tablet(s) in a Strip,75.35,3
zocon t kit 1s,fluconazole 150 mg+tinidazole 1000 mg,PACKET,1s,75.35,3
zocon t kit tab 1x1,fluconazole 150 mg+tinidazole 1000 mg,Strip,1,75.35,3
zocon t kit tablet 1s,fluconazole-150mg + tinidazole-1000mg,Strip | Tablet,1,75.0,3
zocon t strip of 3 tablet combikit,fluconazole(150.0 mg) + tinidazole(1000.0 mg),STRIP,3 Tablet Combikit(s) in Strip,82.85,3
picon 1 cream 10gm,pimecrolimus(1.0 %),TUBE,10g Cream in Tube,604.19,3
picon 1 cream 30gm,pimecrolimus,TUBE,1 TUBE OF 30GM,1601.0,3
picon 1 lotion,pimecrolimus(1.0 %),BOTTLE,20ml Lotion in Bottle,839.41,3
picon 30 1 tube of 30gm cream,pimecrolimus(1.0 %),TUBE,30g Cream in Tube,1326.04,3
picon cream,pimecrolimus 1% w/w,tube,30 gm,641.0,3
picon cream 10 gm,pimecrolimus-1%w/w,Tube | Cream,10,641.0,3
picon cream 30 gm,pimecrolimus-1%w/w,Tube | Cream,30,1601.0,3
picon lotion,pimecrolimus-1% w/v,Bottle | Liquid,1,839.4,3
piconax 5mg syrup sugar free,sodium picosulfate-5mg/5ml,Bottle | Syrup,100,71.45,0
piconex syrup 100 ml,sodium picosulfate(5.0 mg),BOTTLE,100ml Syrup in Bottle,75.0,0
piconine 5mg oral suspension,sodium picosulfate (5mg/5ml),bottle,100.0 ml in 1 bottle,69.0,0
piconistlm sugar free laxative suspension 170 ml,liquid paraffin-1.25ml + magnesium hydroxide-3.75ml + sodium picosulfate-3.33mg,Bottle | Oral Suspension,170,245.0,0
ibuprofenalk 250mg strip of 250 tablets,ibuprofen(250.0 mg),STRIP,250 Tablet(s) in Strip,88.0,1
ibuprofencip syrup 60 ml,ibuprofen(100.0 mg),BOTTLE,60ml Syrup in Bottle,15.62,0
cetrizine 1 mg syrup 30 ml,cetirizine(1.0 mg),BOTTLE,30ml Syrup in Bottle,17.95,0
cetrizine 10mg knoll strip of 10 tablets,cetirizine(10.0 mg),STRIP,10 Tablet(s) in Strip,21.0,1
cetrizine 10mg strip of 10 tablets,cetirizine hydrochloride(10.0 mg),STRIP,10 Tablet(s) in Strip,19.17,1
cetrizine 10mg tablet,cetirizine(10.0 mg),STRIP,10 Tablet(s) in Strip,20.53,1
cetrizine 10 mg tablet 10s,cetirizine-10mg,Strip | Tablet,10,21.0,1
cetrizine 5mg syrup,cetirizine (5mg),bottle,60.0 ml in 1 bottle,62.0,0
cetrizine 5 mg syrup 60 ml,cetirizine-5mg,Bottle | Syrup,60,44.0,0
cetrizine bottle of 30ml syrup,cetirizine hydrochloride(5.0 mg/5ml),BOTTLE,30ml Syrup in Bottle,21.4,0
cetrizine bottle of 60ml syrup,cetirizine hydrochloride(5.0 mg/5ml),BOTTLE,60ml Syrup in Bottle,42.6,0
cetrizine cold ds syrup,cetirizine (2.5mg/5ml) + paracetamol (250mg/5ml) + phenylephrine (2.5mg/5ml),bottle,60.0 ml in 1 bottle,90.0,0
cetrizine cold oral suspension,cetirizine-2.5mg + paracetamol-125mg + phenylephrine-2.5mg,Bottle | Suspension,60,69.0,0
cetrizinecold suspension 60 ml,cetirizine-2.5mg + paracetamol-125mg + phenylephrine-2.5mg,Bottle | Oral Suspension,60,56.0,0
cetrizine cold suspension 60ml,phenylephrine(2.5 mg) + cetirizine(2.5 mg) + paracetamol / acetaminophen(125.0 mg),BOTTLE,60ml Suspension in Bottle,75.0,0
cetrizine syrup,cetirizine (5mg),bottle,30.0 ml in 1 bottle,22.0,0
cetrizine syrup 30 ml,cetirizine-5mg,Bottle | Syrup,30,22.0,0
cetrizine syrup 60 ml,cetirizine-5mg,Bottle | Syrup,60,44.0,0
cetrizine tablet,cetirizine 10mg,strip,10 tablets,20.33,1
aspirin 300mg tablet,aspirin (300mg),strip,10.0 tablets in 1 strip,2.0,1
aspirin 50mg tablet dr,aspirin/acetylsalicylic acid 50mg,strip,50,3.7,1
aspirin dr 50mg tablet,aspirin / acetyl salicylic acid(50.0 mg),STRIP,14 Tablet(s) in Strip,3.7,1
aspirin gastro resistance tablet 14s,aspirin / acetyl salicylic acid(75.0 mg),STRIP,14 Tablet(s) in Strip,101.04,1
aspirin protect 100mg strip of 10 tablets,aspirin / acetyl salicylic acid(100.0 mg),STRIP,10 Tablet(s) in Strip,143.3909250764526,1
paracetamol 120mg oral suspension,paracetamol (120mg),bottle,60.0 ml in 1 bottle,143.3909250764526,0
paracetamol 500 mg tablet 1000s,paracetamol-500mg,Bottle | Tablet,1000,604.6,4
paracetamol o tablet,paracetamol/acetaminophen na,strip,10 tablets,106.43,4
paracetamol tablet,paracetamol/acetaminophen 500mg,strip,10 tablets,14.69,4
ciprofloxacin 10mg infusion,ciprofloxacin (10mg),bottle,100.0 ml in 1 bottle,13.42,0
ciprofloxacin 500 mg tablet 10s,ciprofloxacin-500mg,Strip | Tablet,10,52.5,1
ciprofloxacin claris 200 mg infusion 100 ml,ciprofloxacin(200.0 mg),PACKET,100ml Injection in Packet,18.83,0
ciprofloxacin infusion 100 ml,ciprofloxacin-200mg,Vial | Infusion,100,22.0,2
ciprofloxacin injection 100ml,ciprofloxacin-200mg,Vial | Injection,100,729.0,2
ciprofloxacin iv core 100 ml,ciprofloxacin-100ml,Bottle | Infusion,100,18.5,0
ciprofloxacin iv injection 100 ml,ciprofloxacin-100ml,Bottle | Injection,100,19.28,2
ciprofloxacin r infusion 100 ml,ciprofloxacin,VIAL,100ml Infusion in Vial,16.12,2
ciprofloxacin usp 200mg infusion,ciprofloxacin (200mg),bottle,100.0 ml in 1 bottle,11.67,0
ciprofloxacin zydus 500 mg strip of 10 tablets,ciprofloxacin(500.0 mg),STRIP,10 Tablet(s) in Strip,40.9,1
metformin sr 1 gm tablet 10s,metformin-1000mg,Strip | Tablet,10,45.0,1
metformin sr 500 tablet 10s,metformin-500mg,Strip | Tablet,10,22.0,1
glimepiride 1 mg tablet 10 medlife pure generics,glimepiride(1.0 mg),STRIP,10 Tablet(s) in Strip,36.0,1
glimepiride 2 mg tablet 10 medlife pure generics,glimepiride(2.0 mg),STRIP,10 Tablet(s) in Strip,54.0,1
amlodipine 5mg plus atenolol 50mg strip of 10 tablets medlife pure generics,amlodipine(5.0 mg) + atenolol(50.0 mg),STRIP,10 Tablet(s) in Strip,60.0,1
amlodipine 5mg strip of 10 tablets medlife pure generics,amlodipine(5.0 mg),STRIP,10 Tablet(s) in Strip,25.0,1
amlodipine 5 mg tablet 10s,amlodipine-5mg,Strip | Tablet,10,7.0,1
betamethasone 05mg tablet,betamethasone (0.5mg),strip,20.0 tablets in 1 strip,5.0,1
betamethasone injection 1 ml,betamethasone-4mg,Vial | Injection,1,4.0,2
hydrocortisone sodium 100mg injection,hydrocortisone 100mg,injection,100,63.0,2
ranitidine 150mg tab 1x10,ranitidine 150 mg,Strip TABLET,10,20.0,1
ranitidine 150 mg tablet 10s,ranitidine-150mg,Strip | Tablet,10,20.0,1
ranitidine 150 tablet 20s,ranitidine-150mg,Strip | Tablet,20,40.0,1
ranitidine 50mg injection,ranitidine 50mg,injection,50,27.0,2
ranitidine injection 2 ml,ranitidine-50mg,Vial | Injection,2,5.0,2
ranitidine jagsonpal 20 mg injection 1,ranitidine(20.0 mg),INJECTION,15 Injection(s) in Injection,3.48,2
omeprazole 20 mg capsule 10 medlife pure generics,omeprazole(20.0 mg),STRIP,10 Capsule(s) in Strip,25.75,1
azithromycin 100mg syrup,azithromycin (100mg),bottle,15.0 ml in 1 bottle,39.33,0
cetirizine 10mg strip of 10 tablets,cetirizine(10.0 mg),STRIP,10 Tablet(s) in Strip,21.06,1
cetirizine 10mg tablet,cetirizine 10mg,strip,10,31.5,1
cetirizine 10 mg tablet 10,cetirizine(10.0 mg),STRIP,10 Tablet(s) in Strip,21.06,1
cetirizine hydrochloride 10 mg tablet 10s,cetirizine-10mg,Strip | Tablet,10,21.0,1
cetirizine syrup 30ml,cetirizine,BOTTLE,30ml Syrup in Bottle,19.36,0
cetirizine tablet,cetirizine (10mg),strip,10.0 tablets in 1 strip,21.0,1
cetirizine tablet 15s,cetirizine-10mg,Strip | Tablet,15,31.5,1
